time [s],position [m],elevation xf [m]
0.047,-1.11991728190224e-08,8.32217337570921e-08
0.0475,-9.81476930477053e-09,8.49199440670777e-08
0.048,-8.36234385301257e-09,8.66331993948773e-08
0.0485,-6.8407424212425e-09,8.83614237878296e-08
0.049,-5.24881198484016e-09,9.01045407895159e-08
0.0495,-3.58540062666367e-09,9.18624734387322e-08
0.05,-1.84935762983497e-09,9.36351442672152e-08
0.0505,-3.95335684156418e-11,9.54224752980795e-08
0.051,1.8452196008961e-09,9.72243880443014e-08
0.0515,3.80604844742903e-09,9.9040803506869e-08
0.052,5.84409797489532e-09,1.00871642172902e-07
0.0525,7.96051152973755e-09,1.02716824014211e-07
0.053,1.01564307096193e-08,1.04576268485311e-07
0.0535,1.24329952719148e-08,1.06449894522253e-07
0.054,1.47913430417279e-08,1.08337620539939e-07
0.0545,1.72326098206404e-08,1.10239364431264e-07
0.055,1.97579292949563e-08,1.12155043564847e-07
0.0555,2.23684329440602e-08,1.14084574783496e-07
0.056,2.5065249948391e-08,1.16027874402144e-07
0.0565,2.78495070985189e-08,1.17984858206659e-07
0.057,3.07223287033481e-08,1.19955441451118e-07
0.0575,3.36848364981884e-08,1.21939538856879e-07
0.058,3.67381495535777e-08,1.23937064610416e-07
0.0585,3.98833841839127e-08,1.25947932361083e-07
0.059,4.31216538556875e-08,1.27972055219931e-07
0.0595,4.64540690963732e-08,1.3000934575732e-07
0.06,4.98817374029569e-08,1.3205971600109e-07
0.0605,5.34057631511763e-08,1.3412307743502e-07
0.061,5.70272475033016e-08,1.36199340996506e-07
0.0615,6.07472883184446e-08,1.38288417074739e-07
0.062,6.45669800605056e-08,1.40390215508442e-07
0.0625,6.84874137076913e-08,1.42504645584787e-07
0.063,7.25096766617606e-08,1.4463161603573e-07
0.0635,7.66348526570214e-08,1.46771035037948e-07
0.064,8.08640216702952e-08,1.48922810208991e-07
0.0645,8.51982598300703e-08,1.5108684860684e-07
0.065,8.96386393258807e-08,1.53263056725846e-07
0.0655,9.41862283190826e-08,1.554513404967e-07
0.066,9.88420908515814e-08,1.57651605282771e-07
0.0665,1.0360728675695e-07,1.59863755878311e-07
0.067,1.0848287157007e-07,1.62087696506489e-07
0.0675,1.13469896437737e-07,1.64323330816916e-07
0.068,1.18569408029061e-07,1.66570561883201e-07
0.0685,1.2378244844638e-07,1.6882929220139e-07
0.069,1.29110055135846e-07,1.71099423686402e-07
0.0695,1.34553260799199e-07,1.73380857670904e-07
0.07,1.40113093303797e-07,1.75673494902038e-07
0.0705,1.45790575595756e-07,1.77977235539206e-07
0.071,1.51586725609997e-07,1.80291979152533e-07
0.0715,1.57502556183226e-07,1.82617624718482e-07
0.072,1.63539074965067e-07,1.84954070618622e-07
0.0725,1.69697284331654e-07,1.87301214637579e-07
0.073,1.75978181296898e-07,1.89658953958683e-07
0.0735,1.82382757425561e-07,1.92027185162651e-07
0.074,1.88911998747178e-07,1.94405804225555e-07
0.0745,1.9556688566732e-07,1.96794706513817e-07
0.075,2.02348392883954e-07,1.99193786783607e-07
0.0755,2.09257489298249e-07,2.01602939176778e-07
0.076,2.1629513792994e-07,2.04022057219202e-07
0.0765,2.2346229583251e-07,2.06451033816546e-07
0.077,2.30759914005741e-07,2.08889761253088e-07
0.0775,2.38188937311809e-07,2.11338131186736e-07
0.078,2.4575030439064e-07,2.13796034647992e-07
0.0785,2.53444947573924e-07,2.16263362035575e-07
0.079,2.61273792802781e-07,2.18740003114488e-07
0.0795,2.69237759541659e-07,2.21225847011961e-07
0.08,2.77337760696435e-07,2.23720782213873e-07
0.0805,2.85574702529844e-07,2.26224696564364e-07
0.081,2.93949484579562e-07,2.28737477259814e-07
0.0815,3.02462999573197e-07,2.31259010845757e-07
0.082,3.11116133349784e-07,2.3378918321544e-07
0.0825,3.1990976477382e-07,2.36327879604867e-07
0.083,3.28844765656129e-07,2.38874984590123e-07
0.0835,3.37922000670714e-07,2.41430382084169e-07
0.084,3.47142327275487e-07,2.43993955332484e-07
0.0845,3.56506595630691e-07,2.46565586910459e-07
0.085,3.66015648518545e-07,2.49145158719667e-07
0.0855,3.75670321263326e-07,2.51732551983746e-07
0.086,3.85471441653135e-07,2.54327647246391e-07
0.0865,3.95419829858651e-07,2.56930324365322e-07
0.087,4.05516298356241e-07,2.59540462510154e-07
0.0875,4.15761651848862e-07,2.62157940159189e-07
0.088,4.26156687188292e-07,2.64782635093824e-07
0.0885,4.3670219329703e-07,2.6741442439582e-07
0.089,4.47398951092115e-07,2.70053184444626e-07
0.0895,4.58247733408499e-07,2.72698790909782e-07
0.09,4.69249304921699e-07,2.75351118752143e-07
0.0905,4.80404422072897e-07,2.78010042215131e-07
0.091,4.91713832993442e-07,2.80675434823917e-07
0.0915,5.03178277429648e-07,2.83347169380086e-07
0.092,5.14798486668288e-07,2.86025117957186e-07
0.0925,5.26575183463394e-07,2.88709151897346e-07
0.093,5.385090819617e-07,2.9139914180661e-07
0.0935,5.50600887629523e-07,2.94094957551631e-07
0.094,5.62851297180836e-07,2.96796468254379e-07
0.0945,5.7526099850489e-07,2.99503542287714e-07
0.095,5.87830670594105e-07,3.02216047272887e-07
0.0955,6.00560983473507e-07,3.04933850071956e-07
0.096,6.13452598129514e-07,3.07656816786648e-07
0.0965,6.26506166440294e-07,3.10384812752417e-07
0.097,6.39722331105498e-07,3.13117702533906e-07
0.0975,6.53101725577161e-07,3.15855349919963e-07
0.098,6.66644973991951e-07,3.18597617921209e-07
0.0985,6.80352691101063e-07,3.21344368762734e-07
0.099,6.94225482204918e-07,3.24095463881253e-07
0.0995,7.08263943084774e-07,3.26850763920138e-07
0.1,7.22468659936063e-07,3.29610128724001e-07
0.1005,7.36840209303026e-07,3.3237341733446e-07
0.101,7.51379158012689e-07,3.35140487986963e-07
0.1015,7.66086063110034e-07,3.37911198102111e-07
0.102,7.809614717947e-07,3.40685404285298e-07
0.1025,7.96005921354674e-07,3.43462962318766e-07
0.103,8.11219939106395e-07,3.46243727157207e-07
0.1035,8.26604042328949e-07,3.49027552925809e-07
0.104,8.4215873820442e-07,3.51814292910071e-07
0.1045,8.57884523754992e-07,3.54603799555113e-07
0.105,8.73781885781825e-07,3.5739592445953e-07
0.1055,8.89851300806676e-07,3.60190518369643e-07
0.106,9.06093235009368e-07,3.62987431174524e-07
0.1065,9.22508144171699e-07,3.65786511903769e-07
0.107,9.39096473614825e-07,3.68587608716948e-07
0.1075,9.55858658147022e-07,3.71390568902981e-07
0.108,9.72795122001076e-07,3.74195238874182e-07
0.1085,9.89906278779819e-07,3.77001464160057e-07
0.109,1.00719253140146e-06,3.79809089402166e-07
0.1095,1.02465427204126e-06,3.82617958350194e-07
0.11,1.04229188207908e-06,3.85427913856242e-07
0.1105,1.06010573204433e-06,3.88238797868118e-07
0.111,1.07809618156198e-06,3.91050451426551e-07
0.1115,1.09626357930089e-06,3.93862714659087e-07
0.112,1.11460826292083e-06,3.96675426773379e-07
0.1125,1.1331305590209e-06,3.99488426052442e-07
0.113,1.15183078308875e-06,4.02301549852644e-07
0.1135,1.17070923945175e-06,4.05114634594763e-07
0.114,1.18976622122373e-06,4.07927515757168e-07
0.1145,1.20900201026081e-06,4.10740027876781e-07
0.115,1.22841687711025e-06,4.13552004537712e-07
0.1155,1.24801108096379e-06,4.16363278368509e-07
0.116,1.26778486960947e-06,4.19173681038738e-07
0.1165,1.28773847938882e-06,4.21983043248404e-07
0.117,1.30787213514861e-06,4.24791194728526e-07
0.1175,1.3281860501965e-06,4.2759796423097e-07
0.118,1.34868042625736e-06,4.30403179525897e-07
0.1185,1.36935545343142e-06,4.33206667397161e-07
0.119,1.39021131014817e-06,4.36008253633877e-07
0.1195,1.41124816312877e-06,4.38807763028098e-07
0.12,1.43246616734192e-06,4.41605019367467e-07
0.1205,1.45386546596379e-06,4.44399845431584e-07
0.121,1.4754461903398e-06,4.47192062984454e-07
0.1215,1.49720845994416e-06,4.49981492772903e-07
0.122,1.51915238234205e-06,4.52767954517024e-07
0.1225,1.54127805315323e-06,4.5555126690888e-07
0.123,1.56358555601384e-06,4.58331247604067e-07
0.1235,1.58607496254034e-06,4.61107713218577e-07
0.124,1.60874633229627e-06,4.63880479323252e-07
0.1245,1.63159971275573e-06,4.6664936043708e-07
0.125,1.6546351392696e-06,4.6941417002492e-07
0.1255,1.67785263503561e-06,4.72174720489322e-07
0.126,1.70125221106199e-06,4.74930823167743e-07
0.1265,1.72483386613878e-06,4.7768228832689e-07
0.127,1.74859758680636e-06,4.80428925156489e-07
0.1275,1.77254334732561e-06,4.8317054176603e-07
0.128,1.79667110964917e-06,4.85906945177819e-07
0.1285,1.82098082339348e-06,4.8863794132495e-07
0.129,1.84547242581032e-06,4.91363335044154e-07
0.1295,1.87014584176016e-06,4.94082930070897e-07
0.13,1.89500098368698e-06,4.96796529034099e-07
0.1305,1.92003775159429e-06,4.99503933455281e-07
0.131,1.94525603301703e-06,5.022049437391e-07
0.1315,1.97065570300164e-06,5.04899359169514e-07
0.132,1.99623662408354e-06,5.07586977908627e-07
0.1325,2.02199864626185e-06,5.10267596988113e-07
0.133,2.04794160698343e-06,5.12941012305004e-07
0.1335,2.07406533111582e-06,5.15607018620464e-07
0.134,2.10036963093393e-06,5.18265409552248e-07
0.1345,2.12685430610091e-06,5.20915977569533e-07
0.135,2.15351914364526e-06,5.23558513994048e-07
0.1355,2.18036391795122e-06,5.26192808988179e-07
0.136,2.2073883907354e-06,5.28818651558226e-07
0.1365,2.23459231103776e-06,5.31435829542898e-07
0.137,2.26197541520335e-06,5.34044129615023e-07
0.1375,2.28953742687046e-06,5.36643337275994e-07
0.138,2.31727805695645e-06,5.39233236848241e-07
0.1385,2.34519700364745e-06,5.4181361147841e-07
0.139,2.37329395238823e-06,5.44384243128485e-07
0.1395,2.40156857586635e-06,5.46944912569492e-07
0.14,2.43002053401289e-06,5.49495399385159e-07
0.1405,2.45864947398314e-06,5.52035481963106e-07
0.141,2.48745503015642e-06,5.54564937493335e-07
0.1415,2.51643682412658e-06,5.57083541963144e-07
0.142,2.54559446469664e-06,5.59591070156028e-07
0.1425,2.5749275478741e-06,5.62087295647436e-07
0.143,2.60443565686614e-06,5.64571990798668e-07
0.1435,2.634118362076e-06,5.67044926759603e-07
0.144,2.66397522110283e-06,5.69505873462558e-07
0.1445,2.69400577873735e-06,5.71954599616146e-07
0.145,2.72420956696341e-06,5.74390872709097e-07
0.1455,2.75458610495747e-06,5.76814459002228e-07
0.146,2.78513489909054e-06,5.79225123529591e-07
0.1465,2.81585544292706e-06,5.81622630091385e-07
0.147,2.84674721723271e-06,5.84006741256366e-07
0.1475,2.87780968997508e-06,5.86377218356104e-07
0.148,2.90904231632943e-06,5.88733821483704e-07
0.1485,2.94044453868137e-06,5.91076309496055e-07
0.149,2.97201578664106e-06,5.93404440001922e-07
0.1495,3.00375547704088e-06,5.95717969369445e-07
0.15,3.03566301395163e-06,5.98016652720119e-07
0.1505,3.06773778868524e-06,6.00300243927476e-07
0.151,3.09997917981243e-06,6.02568495615006e-07
0.1515,3.13238655316541e-06,6.04821159158261e-07
0.152,3.16495926185705e-06,6.07057984679942e-07
0.1525,3.19769664628868e-06,6.09278721046999e-07
0.153,3.23059803416633e-06,6.11483115876505e-07
0.1535,3.26366274051514e-06,6.13670915525938e-07
0.154,3.29689006769338e-06,6.15841865101234e-07
0.1545,3.33027930541107e-06,6.17995708447912e-07
0.155,3.36382973074726e-06,6.20132188157783e-07
0.1555,3.3975406081652e-06,6.22251045560841e-07
0.156,3.43141118953681e-06,6.2435202073373e-07
0.1565,3.46544071415677e-06,6.2643485249167e-07
0.157,3.4996284087693e-06,6.28499278393889e-07
0.1575,3.53397348758492e-06,6.30545034740482e-07
0.158,3.56847515231005e-06,6.32571856574967e-07
0.1585,3.60313259216234e-06,6.34579477680515e-07
0.159,3.63794498390294e-06,6.36567630587738e-07
0.1595,3.67291149185759e-06,6.38536046568784e-07
0.16,3.70803126794474e-06,6.4048445564171e-07
0.1605,3.74330345170334e-06,6.42412586567705e-07
0.161,3.77872717032256e-06,6.44320166857637e-07
0.1615,3.81430153866785e-06,6.46206922772401e-07
0.162,3.85002565931224e-06,6.48072579316833e-07
0.1625,3.88589862257088e-06,6.49916860250651e-07
0.163,3.92191950652834e-06,6.51739488087101e-07
0.1635,3.95808737707753e-06,6.5354018409275e-07
0.164,3.99440128794415e-06,6.55318668290376e-07
0.1645,4.0308602807346e-06,6.57074659465595e-07
0.165,4.06746338495931e-06,6.58807875163968e-07
0.1655,4.10420961808113e-06,6.60518031692745e-07
0.166,4.14109798554159e-06,6.62204844127783e-07
0.1665,4.17812748080744e-06,6.638680263184e-07
0.167,4.21529708540855e-06,6.65507290878802e-07
0.1675,4.25260576897738e-06,6.67122349208565e-07
0.168,4.29005248929218e-06,6.68712911480807e-07
0.1685,4.32763619231499e-06,6.70278686653463e-07
0.169,4.36535581224043e-06,6.7181938247072e-07
0.1695,4.4032102715391e-06,6.73334705470001e-07
0.17,4.44119848099832e-06,6.74824360982158e-07
0.1705,4.47931933977328e-06,6.76288053133903e-07
0.171,4.51757173542993e-06,6.77725484862083e-07
0.1715,4.55595454399975e-06,6.79136357909868e-07
0.172,4.59446663001679e-06,6.80520372830484e-07
0.1725,4.63310684658226e-06,6.81877228997887e-07
0.173,4.67187403540308e-06,6.83206624610317e-07
0.1735,4.71076702684899e-06,6.84508256691378e-07
0.174,4.74978464000562e-06,6.85781821105439e-07
0.1745,4.78892568272694e-06,6.87027012550804e-07
0.175,4.82818895168805e-06,6.8824352457564e-07
0.1755,4.86757323244363e-06,6.8943104957634e-07
0.176,4.90707729948192e-06,6.90589278812113e-07
0.1765,4.94669991628337e-06,6.91717902407885e-07
0.177,4.98643983537839e-06,6.92816609354373e-07
0.1775,5.02629579840543e-06,6.938850875286e-07
0.178,5.0662665361728e-06,6.94923023688798e-07
0.1785,5.1063507687203e-06,6.95930103487528e-07
0.179,5.1465472053738e-06,6.96906011477209e-07
0.1795,5.18685454481993e-06,6.97850431120976e-07
0.18,5.2272714751601e-06,6.98763044794289e-07
0.1805,5.26779667398034e-06,6.99643533801388e-07
0.181,5.30842880841232e-06,7.00491578377461e-07
0.1815,5.34916653520352e-06,7.01306857695983e-07
0.182,5.39000850078474e-06,7.02089049885028e-07
0.1825,5.43095334133551e-06,7.02837832027401e-07
0.183,5.47199968285514e-06,7.0355288017619e-07
0.1835,5.51314614123144e-06,7.04233869359376e-07
0.184,5.55439132231343e-06,7.04880473593175e-07
0.1845,5.59573382198217e-06,7.05492365891652e-07
0.185,5.63717222622369e-06,7.06069218269814e-07
0.1855,5.67870511120024e-06,7.06610701765354e-07
0.186,5.72033104333093e-06,7.0711648643463e-07
0.1865,5.76204857935954e-06,7.0758624137934e-07
0.187,5.80385626643757e-06,7.08019634744871e-07
0.1875,5.84575264219785e-06,7.08416333735133e-07
0.188,5.88773623483098e-06,7.08776004622952e-07
0.1885,5.92980556317042e-06,7.09098312767005e-07
0.189,5.97195913676331e-06,7.09382922613171e-07
0.1895,6.01419545596168e-06,7.09629497714272e-07
0.19,6.05651301199557e-06,7.09837700739242e-07
0.1905,6.09891028706042e-06,7.10007193486124e-07
0.191,6.14138575439693e-06,7.10137636892609e-07
0.1915,6.18393787837921e-06,7.10228691050736e-07
0.192,6.22656511459604e-06,7.10280015219443e-07
0.1925,6.26926590993822e-06,7.10291267833965e-07
0.193,6.31203870268744e-06,7.10262106525491e-07
0.1935,6.35488192260171e-06,7.10192188126895e-07
0.194,6.39779399100538e-06,7.10081168697316e-07
0.1945,6.44077332087508e-06,7.09928703521106e-07
0.195,6.48381831693236e-06,7.0973444713326e-07
0.1955,6.5269273757391e-06,7.0949805333206e-07
0.196,6.57009888578161e-06,7.09219175186926e-07
0.1965,6.61333122756698e-06,7.08897465060088e-07
0.197,6.65662277371989e-06,7.08532574623464e-07
0.1975,6.69997188906695e-06,7.08124154860237e-07
0.198,6.74337693074925e-06,7.07671856094957e-07
0.1985,6.78683624830033e-06,7.07175327999534e-07
0.199,6.83034818375109e-06,7.06634219619505e-07
0.1995,6.87391107173208e-06,7.06048179369715e-07
0.2,6.9175232395634e-06,7.05416855077188e-07
0.2005,6.96118300736042e-06,7.04739893975451e-07
0.201,7.00488868812977e-06,7.04016942727714e-07
0.2015,7.04863858787127e-06,7.03247647450655e-07
0.202,7.09243100568426e-06,7.02431653721638e-07
0.2025,7.13626423386434e-06,7.01568606598485e-07
0.203,7.18013655800764e-06,7.00658150640757e-07
0.2035,7.22404625711729e-06,6.99699929918642e-07
0.204,7.26799160370984e-06,6.98693588044894e-07
0.2045,7.31197086391385e-06,6.97638768170052e-07
0.205,7.35598229758554e-06,6.96535113026378e-07
0.2055,7.40002415840821e-06,6.95382264926733e-07
0.206,7.44409469400577e-06,6.94179865789809e-07
0.2065,7.48819214604838e-06,6.92927557164586e-07
0.207,7.53231475036528e-06,6.91624980235004e-07
0.2075,7.57646073705043e-06,6.90271775852884e-07
0.208,7.62062833057721e-06,6.88867584544102e-07
0.2085,7.66481574990821e-06,6.87412046540141e-07
0.209,7.70902120861273e-06,6.85904801790618e-07
0.2095,7.75324291497036e-06,6.84345489985421e-07
0.21,7.79747907209558e-06,6.82733750573552e-07
0.2105,7.84172787804677e-06,6.81069222777728e-07
0.211,7.88598752594088e-06,6.79351545628218e-07
0.2115,7.93025620407411e-06,6.77580357965739e-07
0.212,7.97453209603281e-06,6.75755298478624e-07
0.2125,8.01881338081705e-06,6.73876005709571e-07
0.213,8.06309823295973e-06,6.71942118086668e-07
0.2135,8.10738482263488e-06,6.69953273939912e-07
0.214,8.1516713157924e-06,6.67909111522135e-07
0.2145,8.19595587426346e-06,6.65809269029898e-07
0.215,8.24023665589516e-06,6.63653384627307e-07
0.2155,8.28451181466504e-06,6.61441096465713e-07
0.216,8.32877950080341e-06,6.59172042705983e-07
0.2165,8.37303786091692e-06,6.56845861542603e-07
0.217,8.41728503811482e-06,6.5446219122272e-07
0.2175,8.46151917213386e-06,6.52020670065218e-07
0.218,8.50573839945316e-06,6.49520936496885e-07
0.2185,8.54994085343894e-06,6.46962629054138e-07
0.219,8.59412466444996e-06,6.44345386425053e-07
0.2195,8.63828795998288e-06,6.41668847465067e-07
0.22,8.68242886478573e-06,6.38932651210495e-07
0.2205,8.726545500992e-06,6.36136436916529e-07
0.221,8.77063598825429e-06,6.33279844074784e-07
0.2215,8.81469844386062e-06,6.30362512433311e-07
0.222,8.8587309828798e-06,6.27384082018586e-07
0.2225,8.90273171828239e-06,6.24344193177651e-07
0.223,8.9466987610725e-06,6.21242486570224e-07
0.2235,8.99063022042425e-06,6.18078603220441e-07
0.224,9.03452420380917e-06,6.14852184528172e-07
0.2245,9.07837881713116e-06,6.11562872295132e-07
0.225,9.12219216486258e-06,6.08210308744081e-07
0.2255,9.16596235017127e-06,6.04794136558788e-07
0.226,9.209687475066e-06,6.01313998887053e-07
0.2265,9.25336564051981e-06,5.9776953938626e-07
0.227,9.29699494661335e-06,5.94160402230795e-07
0.2275,9.34057349266723e-06,5.90486232144352e-07
0.228,9.3840993773847e-06,5.86746674431846e-07
0.2285,9.42757069897797e-06,5.82941374983332e-07
0.229,9.47098555531926e-06,5.79069980326984e-07
0.2295,9.51434204406889e-06,5.75132137635437e-07
0.23,9.55763826281217e-06,5.71127494749558e-07
0.2305,9.6008723092169e-06,5.67055700215684e-07
0.231,9.64404228114851e-06,5.62916403301564e-07
0.2315,9.68714627682511e-06,5.58709254034592e-07
0.232,9.73018239495582e-06,5.5443390320053e-07
0.2325,9.77314873488143e-06,5.50090002406292e-07
0.233,9.81604339671261e-06,5.45677204073875e-07
0.2335,9.85886448147689e-06,5.41195161477527e-07
0.234,9.90161009125477e-06,5.36643528780359e-07
0.2345,9.94427832933331e-06,5.32021961041781e-07
0.235,9.98686730033655e-06,5.27330114251779e-07
0.2355,1.00293751103779e-05,5.22567645363602e-07
0.236,1.00717998671987e-05,5.17734212307119e-07
0.2365,1.01141396803197e-05,5.12829474024376e-07
0.237,1.01563926611789e-05,5.07853090488118e-07
0.2375,1.01985569232801e-05,5.02804722739153e-07
0.238,1.02406305823363e-05,4.97684032899627e-07
0.2385,1.02826117564201e-05,4.92490684204844e-07
0.239,1.03244985661029e-05,4.87224341041097e-07
0.2395,1.03662891346118e-05,4.81884668945148e-07
0.24,1.0407981587966e-05,4.76471334657574e-07
0.2405,1.04495740551288e-05,4.70984006132266e-07
0.241,1.04910646681567e-05,4.65422352568285e-07
0.2415,1.05324515623478e-05,4.5978604443964e-07
0.242,1.05737328763806e-05,4.54074753520161e-07
0.2425,1.06149067524783e-05,4.48288152904348e-07
0.243,1.06559713365466e-05,4.42425917033206e-07
0.2435,1.06969247783217e-05,4.36487721734196e-07
0.244,1.07377652315293e-05,4.30473244232908e-07
0.2445,1.0778490854024e-05,4.24382163189566e-07
0.245,1.08190998079449e-05,4.18214158714189e-07
0.2455,1.08595902598695e-05,4.11968912404271e-07
0.246,1.08999603809491e-05,4.05646107366028e-07
0.2465,1.09402083470811e-05,3.99245428244035e-07
0.247,1.09803323390388e-05,3.92766561236519e-07
0.2475,1.10203305426354e-05,3.86209194135704e-07
0.248,1.10602011488722e-05,3.79573016349113e-07
0.2485,1.10999423540914e-05,3.72857718922852e-07
0.249,1.11395523601211e-05,3.66062994569116e-07
0.2495,1.11790293744318e-05,3.59188537694886e-07
0.25,1.12183716102978e-05,3.52234044423127e-07
0.2505,1.12575772869239e-05,3.45199212626025e-07
0.251,1.12966446296285e-05,3.38083741942157e-07
0.2515,1.13355718699741e-05,3.3088733381123e-07
0.252,1.13743572459307e-05,3.23609691495367e-07
0.2525,1.14129990020192e-05,3.16250520099459e-07
0.253,1.14514953894715e-05,3.08809526608641e-07
0.2535,1.14898446663868e-05,3.01286419908948e-07
0.254,1.15280450978703e-05,2.93680910805804e-07
0.2545,1.15660949561979e-05,2.85992712058636e-07
0.255,1.16039925209753e-05,2.78221538408664e-07
0.2555,1.16417360792675e-05,2.70367106587534e-07
0.256,1.1679323925782e-05,2.62429135361476e-07
0.2565,1.17167543629921e-05,2.54407345549486e-07
0.257,1.17540257013156e-05,2.46301460047886e-07
0.2575,1.17911362592523e-05,2.38111203842326e-07
0.258,1.18280843635455e-05,2.29836304068059e-07
0.2585,1.18648683493316e-05,2.21476489988866e-07
0.259,1.19014865602881e-05,2.13031493061362e-07
0.2595,1.19379373488008e-05,2.04501046937627e-07
0.26,1.19742190761081e-05,1.95884887486902e-07
0.2605,1.20103301124517e-05,1.87182752841857e-07
0.261,1.20462688372316e-05,1.7839438339402e-07
0.2615,1.20820336391684e-05,1.69519521846908e-07
